"SOD1",0.8789027
"TARDBP",0.8499122
"FUS",0.8380127
"VCP",0.82994115
"TBK1",0.82925504
"MAPT",0.8288388
"SQSTM1",0.82002586
"UBQLN2",0.81038827
"CHMP2B",0.8081839
"ANG",0.79906595
"SETX",0.7943303
"PSEN1",0.79415476
"DCTN1",0.7936473
"OPTN",0.79122555
"GRN",0.7832159
"ALS2",0.7741707
"SPG11",0.7678922
"FIG4",0.76472086
"ANXA11",0.75903004
"TUBA4A",0.75346035
"PFN1",0.7488788
"VAPB",0.7395324
"MATR3",0.7349485
"SIGMAR1",0.73184603
"KIF5A",0.7311577
"ERBB4",0.7015686
"C9orf72",0.6997444
"HNRNPA1",0.68604195
"ATXN2",0.67676353
"TIA1",0.6603573
"HNRNPA2B1",0.6381816
"SCN8A",0.59250396
"SCN4A",0.59003437
"SCN1A",0.5880766
"MASP2",0.57148844
"UNC13A",0.51827717
"RNASE4",0.514613
"MOB3B",0.5143609
"NEFH",0.48633096
"TNIP1",0.47236225
"SYNE1",0.43746972
"DAO",0.43409783
"",0.4183063
"TMEM106B",0.41475287
"CCNF",0.4075174
"NEK1",0.40678424
"MOBP",0.4040693
"CHCHD10",0.40297234
"PON1",0.4000437
"PPARGC1A",0.37960562
"ERGIC1",0.34843048
"GRIN1",0.33855182
"GRIN2B",0.32375196
"GRIN2A",0.32338238
"GRIN3B",0.32338238
"GRIN3A",0.32338238
"CHRNB4",0.32338238
"GRIN2D",0.32338238
"GRIN2C",0.32338238
"IMPA1",0.2995268
"GSK3B",0.29400077
"GSK3A",0.29223502
"CNR1",0.28539777
"CSF1R",0.28039205
"FGFR3",0.2771849
"CHRNA4",0.27296808
"GLT8D1",0.2590755
"SCFD1",0.25662798
"EWSR1",0.22225095
"ABCA7",0.19649328
"SLC9A8",0.18532433
"RNF114",0.14679419
"DYNC1H1",0.12998362
"LRRK2",0.11313591
"IL2RA",0.10996509
"HTR2A",0.10818423
"G2E3",0.10744087
"DRD3",0.1061769
"GRIA1",0.10448844
"GRIA2",0.104484454
"IFNK",0.10408802
"NEFL",0.10294239
"CHI3L1",0.10159719
"MAOB",0.10060785
"CD14",0.09650141
"NR3C1",0.0959727
"ACHE",0.094972186
"NUP62",0.09447822
"FLNC",0.09423268
"MPO",0.09239496
"CRBN",0.09239496
"FKBP1A",0.09239496
"ROCK2",0.09239496
"CHRM2",0.09239496
"SLC6A4",0.09239496
"PSAP",0.09236881
"STK36",0.09063646
"DMD",0.08915824
"KCNQ1",0.08623052
"RYR1",0.08552149
"GRIA4",0.08520869
"GRIA3",0.08520869
"NDUFS4",0.08462557
"RNF220",0.08417352
"DNM2",0.08207643
"DNAJB4",0.08139588
"TBCE",0.08124972
"SACS",0.081108846
"DYSF",0.0809148
"APP",0.079344034
"CAPN3",0.078688994
"CNTF",0.07829446
"MYH4",0.07761445
"FKRP",0.07743964
"ZC4H2",0.07700127
"LAMA2",0.076551735
"MDGA2",0.076115124
"LARGE1",0.075888515
"COL6A3",0.07583491
"HNRNPR",0.07579097
"CAMK2A",0.074964814
"UBAP1",0.07475418
"RET",0.07474213
"ITGA7",0.07471475
"GNPAT",0.07468268
"COL6A1",0.07448236
"NLGN3",0.07429839
"ADRB2",0.07428555
"GPD2",0.07391597
"IL1R1",0.07391597
"CD40LG",0.07391597
"NDUFA4L2",0.07391597
"PML",0.07391597
"IL6R",0.07391597
"KCNQ2",0.07391597
"CHRNG",0.07275824
"STMN2",0.07254613
"GPHN",0.072383456
"COL13A1",0.07220423
"OBSCN",0.07166362
"AFG3L2",0.07159653
"PLEC",0.071291186
"ARX",0.07111653
"CFAP276",0.07097222
"ATP2B1",0.07093449
"TNNT1",0.07089334
"FMR1",0.070789926
"SPATA2",0.07024004
"SGCA",0.06925222
"NEB",0.069039494
"SRPK3",0.06896549
"SCYL1",0.06857263
"PLP1",0.068550825
"MSTN",0.06844627
"HPRT1",0.068258815
"SORL1",0.067894235
"PCDH15",0.06787654
"SGCG",0.0678237
"PITPNA",0.067766555
"IGHMBP2",0.06767181
"CLP1",0.06731654
"TRIM32",0.067212224
"THUMPD3-AS1",0.0670344
"CHP1",0.066467844
"MTM1",0.06643994
"FOSB",0.06643506
"LMX1A",0.066387154
"MORC2",0.066248044
"SELENON",0.06618169
"ANK1",0.06602955
"DES",0.06588111
"APOBEC2",0.06587638
"CD68",0.06575462
"RELN",0.06558882
"TCF20",0.065555416
"CHKB",0.065359734
"AGRN",0.0653354
"SORT1",0.06523431
"COL25A1",0.06521788
"LMOD3",0.06521099
"HTRA2",0.06511283
"CHAT",0.06508053
"SYNGAP1",0.065062836
"CDH23",0.06503185
"DST",0.06498804
"CNTNAP2",0.06475409
"DMPK",0.06473695
"MYO6",0.06473486
"MBNL2",0.064696185
"KLHL31",0.06456622
"TLN2",0.06456018
"MYO7A",0.06418304
"LDB3",0.064056516
"SLC6A3",0.064047925
"ASNSD1",0.06394193
"GAS7",0.06387058
"TCAP",0.063801594
"NKX2-8",0.06361249
"NEFM",0.06356869
"ATP8A2",0.06343159
"ZNF106",0.06330688
"LRRC51",0.06326866
"TOMT",0.06326866
"LRTOMT",0.06326866
"GMPPA",0.06323765
"CLCC1",0.06320281
"USP14",0.06314794
"TRIM72",0.06313486
"UNC5C",0.063133046
"IQSEC2",0.06312569
"HDAC4",0.06281646
"MRPL3",0.06264957
"ASPA",0.062393688
"FEZ1",0.062300712
"GARS1",0.0622748
"FHL1",0.062139925
"GAA",0.062096797
"PABPN1",0.062004134
"CACNA1S",0.0615217
"KHDRBS1",0.06137917
"DCTN4",0.061378594
"GTF2H1",0.061378594
"IGF2BP2",0.061378594
"CAV3",0.061357994
"SP4",0.06133825
"ACTMAP",0.061003674
"MYF5",0.06090717
"MNX1",0.060549796
"L2HGDH",0.0605037
"CARS2",0.06024506
"CRYAB",0.059991166
"ABCD2",0.059944298
"CANX",0.059894525
"LTN1",0.059558764
"TAFA3",0.059532076
"CHN1",0.059213255
"FOXN1",0.059125386
"CAMKMT",0.05909746
"GDF1",0.05909159
"CERS1",0.05909159
"DOCK3",0.058979765
"CASKIN1",0.058962412
"SGCB",0.058813296
"LIMCH1",0.058801387
"ANO5",0.05875724
"LAMC1",0.058743693
"APOE",0.058620177
"NDRG1",0.058390424
"TRDN",0.0583886
"HOTTIP",0.058269706
"STAC3",0.058144618
"ANKFN1",0.05813363
"USH1C",0.057937454
"XK",0.057897765
"HCN2",0.057756707
"GABRG2",0.057468023
"NPAS3",0.05737501
"SYNM",0.057312123
"ATP2B2",0.057297207
"ATP1A3",0.05717958
"CACNA1C",0.0570678
"SHANK3",0.05698748
"R3HDML",0.056984697
"CBARP",0.056830604
"STIM1",0.056823004
"MBNL1",0.056820437
"IGF1",0.056667678
"PLPP7",0.056659672
"BDNF",0.056622908
"THRB",0.056591917
"ADGRL3",0.056501985
"NFATC3",0.05649788
"CCND2",0.056493975
"MECP2",0.05637566
"ESPN",0.05621864
"HSPB8",0.056160342
"AIF1",0.05612891
"SCYL3",0.0561207
"ATRN",0.056068636
"GPR88",0.055938426
"MBNL3",0.055907935
"PLAA",0.055886872
"AKR1C3",0.055802297
"AKR1C4",0.055802297
"AKR1C2",0.055802297
"AKR1C1",0.055802297
"H6PD",0.055785205
"CFL2",0.05576498
"SYPL2",0.05555586
"MYH3",0.05547989
"NTF3",0.055467162
"HSPB1",0.05543698
"FST",0.05541768
"NEUROD1",0.05495221
"MYBPC2",0.054912996
"TPP1",0.054885574
"BORCS7-ASMT",0.054879118
"BORCS7",0.054879118
"SPTBN4",0.054842982
"TRAPPC9",0.054755464
"CHIT1",0.054744717
"HSPB3",0.05469782
"HSPB2",0.05469782
"ARHGAP32",0.05465075
"BRINP1",0.05463265
"EMD",0.05453202
"MAP6",0.05432793
"COQ8A",0.054301545
"GALC",0.0541935
"ZPLD1",0.05376709
"NHLRC1",0.053728934
"GATAD2B",0.053681627
"SLC9A6",0.053615954
"VEGFA",0.053611018
"SMN1",0.053506415
"SMN2",0.053482834
"GPRASP2",0.05326246
"MEOX2",0.053032655
"GLB1",0.052706704
"KBTBD13",0.052605998
"MYOF",0.052435167
"GAD2",0.052427366
"CEBPB",0.052386712
"ELFN2",0.052341335
"MCOLN3",0.0521872
"TMEM182",0.051818382
"PLAUR",0.051542375
"HTT",0.051356714
"ARID1B",0.05131341
"SLC19A3",0.051302638
"GFRA1",0.051292837
"TOR1A",0.051241476
"TTN",0.05109893
"ESRP1",0.050892994
"WWOX",0.050859578
"USH1G",0.050602872
"HSPD1",0.0501602
"DLG4",0.049822494
"RPS6KB1",0.049645662
"BARX2",0.04937587
"CHD7",0.0493463
"NOTCH3",0.049311962
"POMGNT1",0.048974875
"DAG1",0.04891574
"MAGEL2",0.048825607
"KCNE1",0.048542466
"LAMP1",0.048440106
"FUCA1",0.04843878
"CTSF",0.048214618
"PPT1",0.04791659
"ELMO2",0.047847655
"PRX",0.047838416
"CACNA1G",0.04779961
"G3BP1",0.0476758
"MRLN",0.047672104
"ZBTB20",0.047564927
"GABRB3",0.04714689
"KCNMA1",0.046694156
"CISD2",0.046635434
"CAV2",0.04652456
"RER1",0.04633792
"ADORA2A",0.04619748
"AOPEP",0.04616705
"TRIM63",0.045894425
"SLC18A2",0.045593012
"CACNG2",0.045535933
"HSF1",0.04543779
"RREB1",0.045289103
"TRIM55",0.045260597
"JPH1",0.04522179
"PRNP",0.0450293
"ATXN3",0.044546615
"DHTKD1",0.044223927
"STXBP1",0.044118594
"NEXMIF",0.043660317
"SCARB2",0.043442205
"CACNB4",0.0432353
"PINK1",0.04312626
"NGFR",0.04309301
"ELP2",0.04267354
"ASTN1",0.042634733
"AGTPBP1",0.04194177
"ATXN3L",0.041568495
"MAPK14",0.04084966
"UCHL3",0.040088326
"MYO18A",0.039604176
"NPC2",0.03949515
"STMN1",0.038548514
"HSPA4",0.03844
"HFE",0.03813325
"EPHB2",0.037748888
"UBE3A",0.0376491
"SOD2",0.037166286
"ADORA1",0.036957987
"C3",0.036957987
"ABL1",0.036957987
"CSF2",0.036759857
"LAMC2",0.036759857
"GFAP",0.036397934
"RBFOX3",0.035479665
"PRKN",0.035034116
"BCL2",0.034837008
"AGA",0.03406787
"PRKAB1",0.0336331
"BAG3",0.033631768
"MAP1B",0.033572633
"PRKCG",0.033010874
"PTBP2",0.033010874
"UBB",0.032691054
"UBC",0.032688685
"UBA52",0.03268652
"RPS27A",0.03268652
"IL33",0.032375194
"FOLH1",0.032293886
"RAN",0.03219398
"AR",0.032139022
"NPC1",0.032086924
"ACP2",0.031813435
"PRRT2",0.03156212
"RPL26L1",0.031295326
"IL6",0.030807953
"SERPINA1",0.02923541
"COCH",0.029205061
"CALB1",0.029012019
"TAF15",0.024134044
"TNF",0.02406129
"INS",0.023722509
"PTBP1",0.02343208
"SRRM2",0.023429342
"MAK16",0.023428818
"PNO1",0.023428818
"RBMS3",0.023428818
"SLC1A2",0.022634301
"GDNF",0.021979736
"MTOR",0.021599889
"DPP6",0.020142103
"HSP90B2P",0.019587733
"CYLD",0.01938241
"S100B",0.018478993
"CAT",0.017922569
"TSPO",0.017768167
"NFE2L2",0.017313367
"GABPA",0.017313367
"NFIC",0.017062476
"AKT1",0.016795352
"CCL2",0.016757661
"APOB",0.016261514
"EIF4G2",0.016045587
"CFDP1",0.016045587
"GEMIN4",0.016045587
"PSMD2",0.016045587
"STAU1",0.015536685
"SFPQ",0.015535726
"ADAMTS1",0.015522354
"CDC42EP3",0.015278772
"YWHAQ",0.014975786
"CST3",0.014865529
"EEA1",0.014783194
"LY6E",0.0145778
"YWHAG",0.014413615
"LEP",0.0140364375
"NF1",0.014023502
"P4HB",0.01400297
"ERVW-1",0.013333209
"NOS2",0.013191948
"MAPK1",0.012891767
"NOS3",0.012719707
"SNCA",0.012538264
"PRKAA2",0.012452788
"PRKAA1",0.012452788
"HPGDS",0.011713628
"RNF19A",0.011456976
"IL1B",0.011456976
"PRDX2",0.011232559
"MSI2",0.011087395
"VPS52",0.011087395
"TP53",0.010717816
"RRM1",0.010697284
"SUGP1",0.010594354
"RENBP",0.010594354
"RBP4",0.010594354
"SNCB",0.0105765425
"CD8A",0.010545962
"LIF",0.010348236
"CASP3",0.010215708
"SNCG",0.009737528
"HLA-B",0.009609076
"GSTO1",0.009609076
"GSTO2",0.009583411
"NUP98",0.009524483
"PVALB",0.009518252
"IL18",0.009424286
"NFKB1",0.009126248
"HDAC9",0.009054706
"MAP1LC3B",0.008869916
"RGPD2",0.008869916
"TXNRD1",0.008869916
"PRRX2",0.008869916
"AGFG2",0.008869916
"NOS1",0.008801429
"ACTB",0.008631332
"NEAT1",0.008630989
"PABPC1",0.008561933
"MAP1LC3A",0.008479805
"C1QB",0.008479805
"C4BPA",0.008390078
"CARD14",0.008390078
"ABCB6",0.008390078
"ELAVL1",0.0082950145
"JUN",0.008110224
"TTR",0.007925435
"SLC30A6",0.007925435
"SNRPN",0.007925435
"HSPA1A",0.007761177
"CASP1",0.007761177
"CYP27A1",0.007761177
"LTF",0.0076482496
"CCL4",0.007482403
"GAD1",0.007391597
"GLS",0.007391597
"SMAD2",0.007391597
"GGH",0.007391597
"MAP2",0.007391597
"CFL1",0.007391597
"GH1",0.007391597
"IFNG",0.007391597
"PRDX6",0.007391597
"APEX1",0.007391597
"TGM2",0.007391597
"CLU",0.007391597
"ARTN",0.007391597
"FCGR3B",0.007391597
"FCGR3A",0.007391597
"SUCLA2",0.0067269695
"CASZ1",0.0066524376
"CST12P",0.0066524376
"GAL3ST1",0.0066524376
"SLC35A1",0.0066524376
"ANXA1",0.006159664
"CLOCK",0.0061124256
"RMDN2",0.0060671363
"MSMB",0.005838951
"PRKCA",0.005728488
"PRKCB",0.005728488
"GSR",0.0057079555
"MST1",0.0054307706
"TMPRSS13",0.0054307706
"LMLN",0.0054307706
"GRM5",0.005174118
"FNDC5",0.005174118
"IGLON5",0.005174118
"PRDX1",0.005174118
"CHCHD2",0.0050022635
"TGFB1",0.004989328
"HGF",0.004804538
"NFASC",0.0046351473
"HSPA5",0.0046197483
"STING1",0.004434958
"ADCYAP1",0.004434958
"RRM2",0.004322031
"ELAVL4",0.0042501683
"EIF3A",0.0040852595
"SMCR8",0.0040653786
"DUSP4",0.0040653786
"AQP4",0.0040653786
"WDR41",0.0040653786
"IRF7",0.004049343
"USP6",0.003971638
"CTSS",0.003942185
"ATAD1",0.0038980283
"TF",0.0038959875
"SNORD12C",0.003757395
"TGM1",0.0036957986
"HSP90AB1",0.0036957986
"TH",0.0036957986
"POLG",0.0036957986
"THY1",0.0036957986
"HSP90AA1",0.0036957986
"CAV1",0.0036957986
"FH",0.0036957986
"DNAJB6",0.0036957986
"SORD",0.0033262188
"GRM2",0.0031697631
"ADARB1",0.0030876345
"ABCA8",0.0030071982
"ABCA1",0.0029566388
"RAC1",0.0029566388
"HMGCR",0.0029566388
"UBE2E3",0.0029566388
"SEC23A",0.0028980644
"IL17A",0.0028437118
"DLD",0.0027718488
"PADI1",0.0027718488
"PDIA2",0.0027718488
"JPH3",0.0027718488
"RNPC3",0.002587059
"ALDH9A1",0.002217479
"SNORA63",0.002217479
"FAS",0.002217479
"UBQLN1",0.002217479
"CFB",0.002217479
"MALAT1",0.0020121569
"CXCL10",0.0018478993
"PPIB",0.0014783194
"BRCA2",0.0014783194
"RELA",0.0014783194
"SREBF2",0.0014783194
"IL2",0.0014783194
"CCL3",0.0014783194
"CSF3",0.0014783194
"FANCD2",0.0014783194