SOD1,0.8789027,ALS
TARDBP,0.8499122,ALS
FUS,0.8380127,ALS
VCP,0.82994115,ALS
TBK1,0.82925504,ALS
MAPT,0.8288388,ALS
SQSTM1,0.82002586,ALS
UBQLN2,0.81038827,ALS
CHMP2B,0.8081839,ALS
ANG,0.79906595,ALS
SETX,0.7943303,ALS
PSEN1,0.79415476,ALS
DCTN1,0.7936473,ALS
OPTN,0.79122555,ALS
GRN,0.7832159,ALS
ALS2,0.7741707,ALS
SPG11,0.7678922,ALS
FIG4,0.76472086,ALS
ANXA11,0.75903004,ALS
TUBA4A,0.75346035,ALS
PFN1,0.7488788,ALS
VAPB,0.7395324,ALS
MATR3,0.7349485,ALS
SIGMAR1,0.73184603,ALS
KIF5A,0.7311577,ALS
ERBB4,0.7015686,ALS
C9orf72,0.6997444,ALS
HNRNPA1,0.68604195,ALS
ATXN2,0.67676353,ALS
TIA1,0.6603573,ALS
HNRNPA2B1,0.6381816,ALS
SCN8A,0.59250396,ALS
SCN4A,0.59003437,ALS
SCN1A,0.5880766,ALS
MASP2,0.57148844,ALS
UNC13A,0.51827717,ALS
RNASE4,0.514613,ALS
MOB3B,0.5143609,ALS
NEFH,0.48633096,ALS
TNIP1,0.47236225,ALS
SYNE1,0.43746972,ALS
DAO,0.43409783,ALS
,0.4183063,ALS
TMEM106B,0.41475287,ALS
CCNF,0.4075174,ALS
NEK1,0.40678424,ALS
MOBP,0.4040693,ALS
CHCHD10,0.40297234,ALS
PON1,0.4000437,ALS
PPARGC1A,0.37960562,ALS
ERGIC1,0.34843048,ALS
GRIN1,0.33855182,ALS
GRIN2B,0.32375196,ALS
GRIN2A,0.32338238,ALS
GRIN3B,0.32338238,ALS
GRIN3A,0.32338238,ALS
CHRNB4,0.32338238,ALS
GRIN2D,0.32338238,ALS
GRIN2C,0.32338238,ALS
IMPA1,0.2995268,ALS
GSK3B,0.29400077,ALS
GSK3A,0.29223502,ALS
CNR1,0.28539777,ALS
CSF1R,0.28039205,ALS
FGFR3,0.2771849,ALS
CHRNA4,0.27296808,ALS
GLT8D1,0.2590755,ALS
SCFD1,0.25662798,ALS
EWSR1,0.22225095,ALS
ABCA7,0.19649328,ALS
SLC9A8,0.18532433,ALS
RNF114,0.14679419,ALS
DYNC1H1,0.12998362,ALS
LRRK2,0.11313591,ALS
IL2RA,0.10996509,ALS
HTR2A,0.10818423,ALS
G2E3,0.10744087,ALS
DRD3,0.1061769,ALS
GRIA1,0.10448844,ALS
GRIA2,0.104484454,ALS
IFNK,0.10408802,ALS
NEFL,0.10294239,ALS
CHI3L1,0.10159719,ALS
MAOB,0.10060785,ALS
CD14,0.09650141,ALS
NR3C1,0.0959727,ALS
ACHE,0.094972186,ALS
NUP62,0.09447822,ALS
FLNC,0.09423268,ALS
MPO,0.09239496,ALS
CRBN,0.09239496,ALS
FKBP1A,0.09239496,ALS
ROCK2,0.09239496,ALS
CHRM2,0.09239496,ALS
SLC6A4,0.09239496,ALS
PSAP,0.09236881,ALS
STK36,0.09063646,ALS
DMD,0.08915824,ALS
KCNQ1,0.08623052,ALS
RYR1,0.08552149,ALS
GRIA4,0.08520869,ALS
GRIA3,0.08520869,ALS
NDUFS4,0.08462557,ALS
RNF220,0.08417352,ALS
DNM2,0.08207643,ALS
DNAJB4,0.08139588,ALS
TBCE,0.08124972,ALS
SACS,0.081108846,ALS
DYSF,0.0809148,ALS
APP,0.079344034,ALS
CAPN3,0.078688994,ALS
CNTF,0.07829446,ALS
MYH4,0.07761445,ALS
FKRP,0.07743964,ALS
ZC4H2,0.07700127,ALS
LAMA2,0.076551735,ALS
MDGA2,0.076115124,ALS
LARGE1,0.075888515,ALS
COL6A3,0.07583491,ALS
HNRNPR,0.07579097,ALS
CAMK2A,0.074964814,ALS
UBAP1,0.07475418,ALS
RET,0.07474213,ALS
ITGA7,0.07471475,ALS
GNPAT,0.07468268,ALS
COL6A1,0.07448236,ALS
NLGN3,0.07429839,ALS
ADRB2,0.07428555,ALS
GPD2,0.07391597,ALS
IL1R1,0.07391597,ALS
CD40LG,0.07391597,ALS
NDUFA4L2,0.07391597,ALS
PML,0.07391597,ALS
IL6R,0.07391597,ALS
KCNQ2,0.07391597,ALS
CHRNG,0.07275824,ALS
STMN2,0.07254613,ALS
GPHN,0.072383456,ALS
COL13A1,0.07220423,ALS
OBSCN,0.07166362,ALS
AFG3L2,0.07159653,ALS
PLEC,0.071291186,ALS
ARX,0.07111653,ALS
CFAP276,0.07097222,ALS
ATP2B1,0.07093449,ALS
TNNT1,0.07089334,ALS
FMR1,0.070789926,ALS
SPATA2,0.07024004,ALS
SGCA,0.06925222,ALS
NEB,0.069039494,ALS
SRPK3,0.06896549,ALS
SCYL1,0.06857263,ALS
PLP1,0.068550825,ALS
MSTN,0.06844627,ALS
HPRT1,0.068258815,ALS
SORL1,0.067894235,ALS
PCDH15,0.06787654,ALS
SGCG,0.0678237,ALS
PITPNA,0.067766555,ALS
IGHMBP2,0.06767181,ALS
CLP1,0.06731654,ALS
TRIM32,0.067212224,ALS
THUMPD3-AS1,0.0670344,ALS
CHP1,0.066467844,ALS
MTM1,0.06643994,ALS
FOSB,0.06643506,ALS
LMX1A,0.066387154,ALS
MORC2,0.066248044,ALS
SELENON,0.06618169,ALS
ANK1,0.06602955,ALS
DES,0.06588111,ALS
APOBEC2,0.06587638,ALS
CD68,0.06575462,ALS
RELN,0.06558882,ALS
TCF20,0.065555416,ALS
CHKB,0.065359734,ALS
AGRN,0.0653354,ALS
SORT1,0.06523431,ALS
COL25A1,0.06521788,ALS
LMOD3,0.06521099,ALS
HTRA2,0.06511283,ALS
CHAT,0.06508053,ALS
SYNGAP1,0.065062836,ALS
CDH23,0.06503185,ALS
DST,0.06498804,ALS
CNTNAP2,0.06475409,ALS
DMPK,0.06473695,ALS
MYO6,0.06473486,ALS
MBNL2,0.064696185,ALS
KLHL31,0.06456622,ALS
TLN2,0.06456018,ALS
MYO7A,0.06418304,ALS
LDB3,0.064056516,ALS
SLC6A3,0.064047925,ALS
ASNSD1,0.06394193,ALS
GAS7,0.06387058,ALS
TCAP,0.063801594,ALS
NKX2-8,0.06361249,ALS
NEFM,0.06356869,ALS
ATP8A2,0.06343159,ALS
ZNF106,0.06330688,ALS
LRRC51,0.06326866,ALS
TOMT,0.06326866,ALS
LRTOMT,0.06326866,ALS
GMPPA,0.06323765,ALS
CLCC1,0.06320281,ALS
USP14,0.06314794,ALS
TRIM72,0.06313486,ALS
UNC5C,0.063133046,ALS
IQSEC2,0.06312569,ALS
HDAC4,0.06281646,ALS
MRPL3,0.06264957,ALS
ASPA,0.062393688,ALS
FEZ1,0.062300712,ALS
GARS1,0.0622748,ALS
FHL1,0.062139925,ALS
GAA,0.062096797,ALS
PABPN1,0.062004134,ALS
CACNA1S,0.0615217,ALS
KHDRBS1,0.06137917,ALS
DCTN4,0.061378594,ALS
GTF2H1,0.061378594,ALS
IGF2BP2,0.061378594,ALS
CAV3,0.061357994,ALS
SP4,0.06133825,ALS
ACTMAP,0.061003674,ALS
MYF5,0.06090717,ALS
MNX1,0.060549796,ALS
L2HGDH,0.0605037,ALS
CARS2,0.06024506,ALS
CRYAB,0.059991166,ALS
ABCD2,0.059944298,ALS
CANX,0.059894525,ALS
LTN1,0.059558764,ALS
TAFA3,0.059532076,ALS
CHN1,0.059213255,ALS
FOXN1,0.059125386,ALS
CAMKMT,0.05909746,ALS
GDF1,0.05909159,ALS
CERS1,0.05909159,ALS
DOCK3,0.058979765,ALS
CASKIN1,0.058962412,ALS
SGCB,0.058813296,ALS
LIMCH1,0.058801387,ALS
ANO5,0.05875724,ALS
LAMC1,0.058743693,ALS
APOE,0.058620177,ALS
NDRG1,0.058390424,ALS
TRDN,0.0583886,ALS
HOTTIP,0.058269706,ALS
STAC3,0.058144618,ALS
ANKFN1,0.05813363,ALS
USH1C,0.057937454,ALS
XK,0.057897765,ALS
HCN2,0.057756707,ALS
GABRG2,0.057468023,ALS
NPAS3,0.05737501,ALS
SYNM,0.057312123,ALS
ATP2B2,0.057297207,ALS
ATP1A3,0.05717958,ALS
CACNA1C,0.0570678,ALS
SHANK3,0.05698748,ALS
R3HDML,0.056984697,ALS
CBARP,0.056830604,ALS
STIM1,0.056823004,ALS
MBNL1,0.056820437,ALS
IGF1,0.056667678,ALS
PLPP7,0.056659672,ALS
BDNF,0.056622908,ALS
THRB,0.056591917,ALS
ADGRL3,0.056501985,ALS
NFATC3,0.05649788,ALS
CCND2,0.056493975,ALS
MECP2,0.05637566,ALS
ESPN,0.05621864,ALS
HSPB8,0.056160342,ALS
AIF1,0.05612891,ALS
SCYL3,0.0561207,ALS
ATRN,0.056068636,ALS
GPR88,0.055938426,ALS
MBNL3,0.055907935,ALS
PLAA,0.055886872,ALS
AKR1C3,0.055802297,ALS
AKR1C4,0.055802297,ALS
AKR1C2,0.055802297,ALS
AKR1C1,0.055802297,ALS
H6PD,0.055785205,ALS
CFL2,0.05576498,ALS
SYPL2,0.05555586,ALS
MYH3,0.05547989,ALS
NTF3,0.055467162,ALS
HSPB1,0.05543698,ALS
FST,0.05541768,ALS
NEUROD1,0.05495221,ALS
MYBPC2,0.054912996,ALS
TPP1,0.054885574,ALS
BORCS7-ASMT,0.054879118,ALS
BORCS7,0.054879118,ALS
SPTBN4,0.054842982,ALS
TRAPPC9,0.054755464,ALS
CHIT1,0.054744717,ALS
HSPB3,0.05469782,ALS
HSPB2,0.05469782,ALS
ARHGAP32,0.05465075,ALS
BRINP1,0.05463265,ALS
EMD,0.05453202,ALS
MAP6,0.05432793,ALS
COQ8A,0.054301545,ALS
GALC,0.0541935,ALS
ZPLD1,0.05376709,ALS
NHLRC1,0.053728934,ALS
GATAD2B,0.053681627,ALS
SLC9A6,0.053615954,ALS
VEGFA,0.053611018,ALS
SMN1,0.053506415,ALS
SMN2,0.053482834,ALS
GPRASP2,0.05326246,ALS
MEOX2,0.053032655,ALS
GLB1,0.052706704,ALS
KBTBD13,0.052605998,ALS
MYOF,0.052435167,ALS
GAD2,0.052427366,ALS
CEBPB,0.052386712,ALS
ELFN2,0.052341335,ALS
MCOLN3,0.0521872,ALS
TMEM182,0.051818382,ALS
PLAUR,0.051542375,ALS
HTT,0.051356714,ALS
ARID1B,0.05131341,ALS
SLC19A3,0.051302638,ALS
GFRA1,0.051292837,ALS
TOR1A,0.051241476,ALS
TTN,0.05109893,ALS
ESRP1,0.050892994,ALS
WWOX,0.050859578,ALS
USH1G,0.050602872,ALS
HSPD1,0.0501602,ALS
DLG4,0.049822494,ALS
RPS6KB1,0.049645662,ALS
BARX2,0.04937587,ALS
CHD7,0.0493463,ALS
NOTCH3,0.049311962,ALS
POMGNT1,0.048974875,ALS
DAG1,0.04891574,ALS
MAGEL2,0.048825607,ALS
KCNE1,0.048542466,ALS
LAMP1,0.048440106,ALS
FUCA1,0.04843878,ALS
CTSF,0.048214618,ALS
PPT1,0.04791659,ALS
ELMO2,0.047847655,ALS
PRX,0.047838416,ALS
CACNA1G,0.04779961,ALS
G3BP1,0.0476758,ALS
MRLN,0.047672104,ALS
ZBTB20,0.047564927,ALS
GABRB3,0.04714689,ALS
KCNMA1,0.046694156,ALS
CISD2,0.046635434,ALS
CAV2,0.04652456,ALS
RER1,0.04633792,ALS
ADORA2A,0.04619748,ALS
AOPEP,0.04616705,ALS
TRIM63,0.045894425,ALS
SLC18A2,0.045593012,ALS
CACNG2,0.045535933,ALS
HSF1,0.04543779,ALS
RREB1,0.045289103,ALS
TRIM55,0.045260597,ALS
JPH1,0.04522179,ALS
PRNP,0.0450293,ALS
ATXN3,0.044546615,ALS
DHTKD1,0.044223927,ALS
STXBP1,0.044118594,ALS
NEXMIF,0.043660317,ALS
SCARB2,0.043442205,ALS
CACNB4,0.0432353,ALS
PINK1,0.04312626,ALS
NGFR,0.04309301,ALS
ELP2,0.04267354,ALS
ASTN1,0.042634733,ALS
AGTPBP1,0.04194177,ALS
ATXN3L,0.041568495,ALS
MAPK14,0.04084966,ALS
UCHL3,0.040088326,ALS
MYO18A,0.039604176,ALS
NPC2,0.03949515,ALS
STMN1,0.038548514,ALS
HSPA4,0.03844,ALS
HFE,0.03813325,ALS
EPHB2,0.037748888,ALS
UBE3A,0.0376491,ALS
SOD2,0.037166286,ALS
ADORA1,0.036957987,ALS
C3,0.036957987,ALS
ABL1,0.036957987,ALS
CSF2,0.036759857,ALS
LAMC2,0.036759857,ALS
GFAP,0.036397934,ALS
RBFOX3,0.035479665,ALS
PRKN,0.035034116,ALS
BCL2,0.034837008,ALS
AGA,0.03406787,ALS
PRKAB1,0.0336331,ALS
BAG3,0.033631768,ALS
MAP1B,0.033572633,ALS
PRKCG,0.033010874,ALS
PTBP2,0.033010874,ALS
UBB,0.032691054,ALS
UBC,0.032688685,ALS
UBA52,0.03268652,ALS
RPS27A,0.03268652,ALS
IL33,0.032375194,ALS
FOLH1,0.032293886,ALS
RAN,0.03219398,ALS
AR,0.032139022,ALS
NPC1,0.032086924,ALS
ACP2,0.031813435,ALS
PRRT2,0.03156212,ALS
RPL26L1,0.031295326,ALS
IL6,0.030807953,ALS
SERPINA1,0.02923541,ALS
COCH,0.029205061,ALS
CALB1,0.029012019,ALS
TAF15,0.024134044,ALS
TNF,0.02406129,ALS
INS,0.023722509,ALS
PTBP1,0.02343208,ALS
SRRM2,0.023429342,ALS
MAK16,0.023428818,ALS
PNO1,0.023428818,ALS
RBMS3,0.023428818,ALS
SLC1A2,0.022634301,ALS
GDNF,0.021979736,ALS
MTOR,0.021599889,ALS
DPP6,0.020142103,ALS
HSP90B2P,0.019587733,ALS
CYLD,0.01938241,ALS
S100B,0.018478993,ALS
CAT,0.017922569,ALS
TSPO,0.017768167,ALS
NFE2L2,0.017313367,ALS
GABPA,0.017313367,ALS
NFIC,0.017062476,ALS
AKT1,0.016795352,ALS
CCL2,0.016757661,ALS
APOB,0.016261514,ALS
EIF4G2,0.016045587,ALS
CFDP1,0.016045587,ALS
GEMIN4,0.016045587,ALS
PSMD2,0.016045587,ALS
STAU1,0.015536685,ALS
SFPQ,0.015535726,ALS
ADAMTS1,0.015522354,ALS
CDC42EP3,0.015278772,ALS
YWHAQ,0.014975786,ALS
CST3,0.014865529,ALS
EEA1,0.014783194,ALS
LY6E,0.0145778,ALS
YWHAG,0.014413615,ALS
LEP,0.014036438,ALS
NF1,0.014023502,ALS
P4HB,0.01400297,ALS
ERVW-1,0.013333209,ALS
NOS2,0.013191948,ALS
MAPK1,0.012891767,ALS
NOS3,0.012719707,ALS
SNCA,0.012538264,ALS
PRKAA2,0.012452788,ALS
PRKAA1,0.012452788,ALS
HPGDS,0.011713628,ALS
RNF19A,0.011456976,ALS
IL1B,0.011456976,ALS
PRDX2,0.011232559,ALS
MSI2,0.011087395,ALS
VPS52,0.011087395,ALS
TP53,0.010717816,ALS
RRM1,0.010697284,ALS
SUGP1,0.010594354,ALS
RENBP,0.010594354,ALS
RBP4,0.010594354,ALS
SNCB,0.010576543,ALS
CD8A,0.010545962,ALS
LIF,0.010348236,ALS
CASP3,0.010215708,ALS
SNCG,0.009737528,ALS
HLA-B,0.009609076,ALS
GSTO1,0.009609076,ALS
GSTO2,0.009583411,ALS
NUP98,0.009524483,ALS
PVALB,0.009518252,ALS
IL18,0.009424286,ALS
NFKB1,0.009126248,ALS
HDAC9,0.009054706,ALS
MAP1LC3B,0.008869916,ALS
RGPD2,0.008869916,ALS
TXNRD1,0.008869916,ALS
PRRX2,0.008869916,ALS
AGFG2,0.008869916,ALS
NOS1,0.008801429,ALS
ACTB,0.008631332,ALS
NEAT1,0.008630989,ALS
PABPC1,0.008561933,ALS
MAP1LC3A,0.008479805,ALS
C1QB,0.008479805,ALS
C4BPA,0.008390078,ALS
CARD14,0.008390078,ALS
ABCB6,0.008390078,ALS
ELAVL1,0.008295015,ALS
JUN,0.008110224,ALS
TTR,0.007925435,ALS
SLC30A6,0.007925435,ALS
SNRPN,0.007925435,ALS
HSPA1A,0.007761177,ALS
CASP1,0.007761177,ALS
CYP27A1,0.007761177,ALS
LTF,0.00764825,ALS
CCL4,0.007482403,ALS
GAD1,0.007391597,ALS
GLS,0.007391597,ALS
SMAD2,0.007391597,ALS
GGH,0.007391597,ALS
MAP2,0.007391597,ALS
CFL1,0.007391597,ALS
GH1,0.007391597,ALS
IFNG,0.007391597,ALS
PRDX6,0.007391597,ALS
APEX1,0.007391597,ALS
TGM2,0.007391597,ALS
CLU,0.007391597,ALS
ARTN,0.007391597,ALS
FCGR3B,0.007391597,ALS
FCGR3A,0.007391597,ALS
SUCLA2,0.00672697,ALS
CASZ1,0.006652438,ALS
CST12P,0.006652438,ALS
GAL3ST1,0.006652438,ALS
SLC35A1,0.006652438,ALS
ANXA1,0.006159664,ALS
CLOCK,0.006112426,ALS
RMDN2,0.006067136,ALS
MSMB,0.005838951,ALS
PRKCA,0.005728488,ALS
PRKCB,0.005728488,ALS
GSR,0.005707956,ALS
MST1,0.005430771,ALS
TMPRSS13,0.005430771,ALS
LMLN,0.005430771,ALS
GRM5,0.005174118,ALS
FNDC5,0.005174118,ALS
IGLON5,0.005174118,ALS
PRDX1,0.005174118,ALS
CHCHD2,0.005002264,ALS
TGFB1,0.004989328,ALS
HGF,0.004804538,ALS
NFASC,0.004635147,ALS
HSPA5,0.004619748,ALS
STING1,0.004434958,ALS
ADCYAP1,0.004434958,ALS
RRM2,0.004322031,ALS
ELAVL4,0.004250168,ALS
EIF3A,0.00408526,ALS
SMCR8,0.004065379,ALS
DUSP4,0.004065379,ALS
AQP4,0.004065379,ALS
WDR41,0.004065379,ALS
IRF7,0.004049343,ALS
USP6,0.003971638,ALS
CTSS,0.003942185,ALS
ATAD1,0.003898028,ALS
TF,0.003895988,ALS
SNORD12C,0.003757395,ALS
TGM1,0.003695799,ALS
HSP90AB1,0.003695799,ALS
TH,0.003695799,ALS
POLG,0.003695799,ALS
THY1,0.003695799,ALS
HSP90AA1,0.003695799,ALS
CAV1,0.003695799,ALS
FH,0.003695799,ALS
DNAJB6,0.003695799,ALS
SORD,0.003326219,ALS
GRM2,0.003169763,ALS
ADARB1,0.003087635,ALS
ABCA8,0.003007198,ALS
ABCA1,0.002956639,ALS
RAC1,0.002956639,ALS
HMGCR,0.002956639,ALS
UBE2E3,0.002956639,ALS
SEC23A,0.002898064,ALS
IL17A,0.002843712,ALS
DLD,0.002771849,ALS
PADI1,0.002771849,ALS
PDIA2,0.002771849,ALS
JPH3,0.002771849,ALS
RNPC3,0.002587059,ALS
ALDH9A1,0.002217479,ALS
SNORA63,0.002217479,ALS
FAS,0.002217479,ALS
UBQLN1,0.002217479,ALS
CFB,0.002217479,ALS
MALAT1,0.002012157,ALS
CXCL10,0.001847899,ALS
PPIB,0.001478319,ALS
BRCA2,0.001478319,ALS
RELA,0.001478319,ALS
SREBF2,0.001478319,ALS
IL2,0.001478319,ALS
CCL3,0.001478319,ALS
CSF3,0.001478319,ALS
FANCD2,0.001478319,ALS
ALS2,0.5,ALS
ANG,0.5,ALS
ANXA11,1,ALS
ATXN2,1,ALS
C9orf72,1,ALS
CCNF,1,ALS
CFAP410,0.25,ALS
CHCHD10,1,ALS
CHMP2B,1,ALS
CYLD,0.25,ALS
DAO,0.25,ALS
DCTN1,0.5,ALS
ERBB4,0.25,ALS
FIG4,1,ALS
FUS,1,ALS
GLE1,0.25,ALS
GLT8D1,1,ALS
HNRNPA1,1,ALS
HNRNPA2B1,1,ALS
KIF5A,1,ALS
MAPT,1,ALS
MATR3,0.25,ALS
NEFH,1,ALS
NEK1,1,ALS
OPTN,1,ALS
PFN1,1,ALS
PON1,0.25,ALS
PON2,0.25,ALS
PON3,0.25,ALS
PPARGC1A,0.25,ALS
PRPH,0.25,ALS
PSEN1,0.25,ALS
SETX,0.5,ALS
SIGMAR1,0.5,ALS
SOD1,1,ALS
SPG11,0.5,ALS
SPTLC1,0.5,ALS
SQSTM1,1,ALS
TAF15,0.5,ALS
TARDBP,1,ALS
TBK1,1,ALS
TIA1,0.5,ALS
TREM2,0.5,ALS
TRPM7,0.25,ALS
TUBA4A,1,ALS
UBQLN2,1,ALS
UNC13A,1,ALS
VAPB,1,ALS
VCP,1,ALS
